Difficulty,Word,Sentence Number,Text,Output Filename
7,acknowledge,3,Many people find acknowledge challenging to spell.,difficulty_7/acknowledge_sentence3.wav
7,acquaintance,1,The word acquaintance is used in many ways.,difficulty_7/acquaintance_sentence1.wav
7,acquaintance,2,The teacher explained what acquaintance means.,difficulty_7/acquaintance_sentence2.wav
7,acquaintance,3,Many people find acquaintance challenging to spell.,difficulty_7/acquaintance_sentence3.wav
7,advertisement,1,The word advertisement is used in many ways.,difficulty_7/advertisement_sentence1.wav
7,advertisement,2,The teacher explained what advertisement means.,difficulty_7/advertisement_sentence2.wav
7,advertisement,3,Many people find advertisement challenging to spell.,difficulty_7/advertisement_sentence3.wav
7,anniversary,1,The word anniversary is used in many ways.,difficulty_7/anniversary_sentence1.wav
7,anniversary,2,The teacher explained what anniversary means.,difficulty_7/anniversary_sentence2.wav
7,anniversary,3,Many people find anniversary challenging to spell.,difficulty_7/anniversary_sentence3.wav
7,anticipation,1,The word anticipation is used in many ways.,difficulty_7/anticipation_sentence1.wav
7,anticipation,2,The teacher explained what anticipation means.,difficulty_7/anticipation_sentence2.wav
7,anticipation,3,Many people find anticipation challenging to spell.,difficulty_7/anticipation_sentence3.wav
7,appreciation,1,The word appreciation is used in many ways.,difficulty_7/appreciation_sentence1.wav
7,appreciation,2,The teacher explained what appreciation means.,difficulty_7/appreciation_sentence2.wav
7,appreciation,3,Many people find appreciation challenging to spell.,difficulty_7/appreciation_sentence3.wav
7,approximately,1,The word approximately is used in many ways.,difficulty_7/approximately_sentence1.wav
7,approximately,2,The teacher explained what approximately means.,difficulty_7/approximately_sentence2.wav
7,approximately,3,Many people find approximately challenging to spell.,difficulty_7/approximately_sentence3.wav
7,archaeological,1,The word archaeological is used in many ways.,difficulty_7/archaeological_sentence1.wav
7,archaeological,2,The teacher explained what archaeological means.,difficulty_7/archaeological_sentence2.wav
7,archaeological,3,Many people find archaeological challenging to spell.,difficulty_7/archaeological_sentence3.wav
7,argumentative,1,The word argumentative is used in many ways.,difficulty_7/argumentative_sentence1.wav
7,argumentative,2,The teacher explained what argumentative means.,difficulty_7/argumentative_sentence2.wav
7,argumentative,3,Many people find argumentative challenging to spell.,difficulty_7/argumentative_sentence3.wav
7,autobiography,1,The word autobiography is used in many ways.,difficulty_7/autobiography_sentence1.wav
7,autobiography,2,The teacher explained what autobiography means.,difficulty_7/autobiography_sentence2.wav
7,autobiography,3,Many people find autobiography challenging to spell.,difficulty_7/autobiography_sentence3.wav
7,bibliography,1,The word bibliography is used in many ways.,difficulty_7/bibliography_sentence1.wav
7,bibliography,2,The teacher explained what bibliography means.,difficulty_7/bibliography_sentence2.wav
7,bibliography,3,Many people find bibliography challenging to spell.,difficulty_7/bibliography_sentence3.wav
7,characteristic,1,The word characteristic is used in many ways.,difficulty_7/characteristic_sentence1.wav
7,characteristic,2,The teacher explained what characteristic means.,difficulty_7/characteristic_sentence2.wav
7,characteristic,3,Many people find characteristic challenging to spell.,difficulty_7/characteristic_sentence3.wav
7,chronological,1,The word chronological is used in many ways.,difficulty_7/chronological_sentence1.wav
7,chronological,2,The teacher explained what chronological means.,difficulty_7/chronological_sentence2.wav
7,chronological,3,Many people find chronological challenging to spell.,difficulty_7/chronological_sentence3.wav
7,circumstances,1,The word circumstances is used in many ways.,difficulty_7/circumstances_sentence1.wav
7,circumstances,2,The teacher explained what circumstances means.,difficulty_7/circumstances_sentence2.wav
7,circumstances,3,Many people find circumstances challenging to spell.,difficulty_7/circumstances_sentence3.wav
7,classification,1,The word classification is used in many ways.,difficulty_7/classification_sentence1.wav
7,classification,2,The teacher explained what classification means.,difficulty_7/classification_sentence2.wav
7,classification,3,Many people find classification challenging to spell.,difficulty_7/classification_sentence3.wav
7,collaboration,1,The word collaboration is used in many ways.,difficulty_7/collaboration_sentence1.wav
7,collaboration,2,The teacher explained what collaboration means.,difficulty_7/collaboration_sentence2.wav
7,collaboration,3,Many people find collaboration challenging to spell.,difficulty_7/collaboration_sentence3.wav
7,commemorate,1,The word commemorate is used in many ways.,difficulty_7/commemorate_sentence1.wav
7,commemorate,2,The teacher explained what commemorate means.,difficulty_7/commemorate_sentence2.wav
7,commemorate,3,Many people find commemorate challenging to spell.,difficulty_7/commemorate_sentence3.wav
7,communication,1,The word communication is used in many ways.,difficulty_7/communication_sentence1.wav
7,communication,2,The teacher explained what communication means.,difficulty_7/communication_sentence2.wav
7,communication,3,Many people find communication challenging to spell.,difficulty_7/communication_sentence3.wav
8,abbreviation,1,The word abbreviation is used in many ways.,difficulty_8/abbreviation_sentence1.wav
8,abbreviation,2,The teacher explained what abbreviation means.,difficulty_8/abbreviation_sentence2.wav
8,abbreviation,3,Many people find abbreviation challenging to spell.,difficulty_8/abbreviation_sentence3.wav
8,acceleration,1,The word acceleration is used in many ways.,difficulty_8/acceleration_sentence1.wav
8,acceleration,2,The teacher explained what acceleration means.,difficulty_8/acceleration_sentence2.wav
8,acceleration,3,Many people find acceleration challenging to spell.,difficulty_8/acceleration_sentence3.wav
8,accessibility,1,The word accessibility is used in many ways.,difficulty_8/accessibility_sentence1.wav
8,accessibility,2,The teacher explained what accessibility means.,difficulty_8/accessibility_sentence2.wav
8,accessibility,3,Many people find accessibility challenging to spell.,difficulty_8/accessibility_sentence3.wav
8,accomplishment,1,The word accomplishment is used in many ways.,difficulty_8/accomplishment_sentence1.wav
8,accomplishment,2,The teacher explained what accomplishment means.,difficulty_8/accomplishment_sentence2.wav
8,accomplishment,3,Many people find accomplishment challenging to spell.,difficulty_8/accomplishment_sentence3.wav
8,accountability,1,The word accountability is used in many ways.,difficulty_8/accountability_sentence1.wav
8,accountability,2,The teacher explained what accountability means.,difficulty_8/accountability_sentence2.wav
8,accountability,3,Many people find accountability challenging to spell.,difficulty_8/accountability_sentence3.wav
8,acknowledgement,1,The word acknowledgement is used in many ways.,difficulty_8/acknowledgement_sentence1.wav
8,acknowledgement,2,The teacher explained what acknowledgement means.,difficulty_8/acknowledgement_sentence2.wav
8,acknowledgement,3,Many people find acknowledgement challenging to spell.,difficulty_8/acknowledgement_sentence3.wav
8,administration,1,The word administration is used in many ways.,difficulty_8/administration_sentence1.wav
8,administration,2,The teacher explained what administration means.,difficulty_8/administration_sentence2.wav
8,administration,3,Many people find administration challenging to spell.,difficulty_8/administration_sentence3.wav
8,alphabetically,1,The word alphabetically is used in many ways.,difficulty_8/alphabetically_sentence1.wav
8,alphabetically,2,The teacher explained what alphabetically means.,difficulty_8/alphabetically_sentence2.wav
8,alphabetically,3,Many people find alphabetically challenging to spell.,difficulty_8/alphabetically_sentence3.wav
8,announcements,1,The word announcements is used in many ways.,difficulty_8/announcements_sentence1.wav
8,announcements,2,The teacher explained what announcements means.,difficulty_8/announcements_sentence2.wav
8,announcements,3,Many people find announcements challenging to spell.,difficulty_8/announcements_sentence3.wav
8,archaeological,1,The word archaeological is used in many ways.,difficulty_8/archaeological_sentence1.wav
8,archaeological,2,The teacher explained what archaeological means.,difficulty_8/archaeological_sentence2.wav
8,archaeological,3,Many people find archaeological challenging to spell.,difficulty_8/archaeological_sentence3.wav
8,assassination,1,The word assassination is used in many ways.,difficulty_8/assassination_sentence1.wav
8,assassination,2,The teacher explained what assassination means.,difficulty_8/assassination_sentence2.wav
8,assassination,3,Many people find assassination challenging to spell.,difficulty_8/assassination_sentence3.wav
8,authentication,1,The word authentication is used in many ways.,difficulty_8/authentication_sentence1.wav
8,authentication,2,The teacher explained what authentication means.,difficulty_8/authentication_sentence2.wav
8,authentication,3,Many people find authentication challenging to spell.,difficulty_8/authentication_sentence3.wav
8,autobiography,1,The word autobiography is used in many ways.,difficulty_8/autobiography_sentence1.wav
8,autobiography,2,The teacher explained what autobiography means.,difficulty_8/autobiography_sentence2.wav
8,autobiography,3,Many people find autobiography challenging to spell.,difficulty_8/autobiography_sentence3.wav
8,biodegradable,1,The word biodegradable is used in many ways.,difficulty_8/biodegradable_sentence1.wav
8,biodegradable,2,The teacher explained what biodegradable means.,difficulty_8/biodegradable_sentence2.wav
8,biodegradable,3,Many people find biodegradable challenging to spell.,difficulty_8/biodegradable_sentence3.wav
8,characteristics,1,The word characteristics is used in many ways.,difficulty_8/characteristics_sentence1.wav
8,characteristics,2,The teacher explained what characteristics means.,difficulty_8/characteristics_sentence2.wav
8,characteristics,3,Many people find characteristics challenging to spell.,difficulty_8/characteristics_sentence3.wav
8,circumference,1,The word circumference is used in many ways.,difficulty_8/circumference_sentence1.wav
8,circumference,2,The teacher explained what circumference means.,difficulty_8/circumference_sentence2.wav
8,circumference,3,Many people find circumference challenging to spell.,difficulty_8/circumference_sentence3.wav
8,classification,1,The word classification is used in many ways.,difficulty_8/classification_sentence1.wav
8,classification,2,The teacher explained what classification means.,difficulty_8/classification_sentence2.wav
8,classification,3,Many people find classification challenging to spell.,difficulty_8/classification_sentence3.wav
8,commercialize,1,The word commercialize is used in many ways.,difficulty_8/commercialize_sentence1.wav
8,commercialize,2,The teacher explained what commercialize means.,difficulty_8/commercialize_sentence2.wav
8,commercialize,3,Many people find commercialize challenging to spell.,difficulty_8/commercialize_sentence3.wav
8,communication,1,The word communication is used in many ways.,difficulty_8/communication_sentence1.wav
8,communication,2,The teacher explained what communication means.,difficulty_8/communication_sentence2.wav
8,communication,3,Many people find communication challenging to spell.,difficulty_8/communication_sentence3.wav
8,comprehensive,1,The word comprehensive is used in many ways.,difficulty_8/comprehensive_sentence1.wav
8,comprehensive,2,The teacher explained what comprehensive means.,difficulty_8/comprehensive_sentence2.wav
8,comprehensive,3,Many people find comprehensive challenging to spell.,difficulty_8/comprehensive_sentence3.wav
9,accommodation,1,The word accommodation is used in many ways.,difficulty_9/accommodation_sentence1.wav
9,accommodation,2,The teacher explained what accommodation means.,difficulty_9/accommodation_sentence2.wav
9,accommodation,3,Many people find accommodation challenging to spell.,difficulty_9/accommodation_sentence3.wav
9,accomplishment,1,The word accomplishment is used in many ways.,difficulty_9/accomplishment_sentence1.wav
9,accomplishment,2,The teacher explained what accomplishment means.,difficulty_9/accomplishment_sentence2.wav
9,accomplishment,3,Many people find accomplishment challenging to spell.,difficulty_9/accomplishment_sentence3.wav
9,acknowledgment,1,The word acknowledgment is used in many ways.,difficulty_9/acknowledgment_sentence1.wav
9,acknowledgment,2,The teacher explained what acknowledgment means.,difficulty_9/acknowledgment_sentence2.wav
9,acknowledgment,3,Many people find acknowledgment challenging to spell.,difficulty_9/acknowledgment_sentence3.wav
9,administration,1,The word administration is used in many ways.,difficulty_9/administration_sentence1.wav
9,administration,2,The teacher explained what administration means.,difficulty_9/administration_sentence2.wav
9,administration,3,Many people find administration challenging to spell.,difficulty_9/administration_sentence3.wav
9,alphabetically,1,The word alphabetically is used in many ways.,difficulty_9/alphabetically_sentence1.wav
9,alphabetically,2,The teacher explained what alphabetically means.,difficulty_9/alphabetically_sentence2.wav
9,alphabetically,3,Many people find alphabetically challenging to spell.,difficulty_9/alphabetically_sentence3.wav
9,announcements,1,The word announcements is used in many ways.,difficulty_9/announcements_sentence1.wav
9,announcements,2,The teacher explained what announcements means.,difficulty_9/announcements_sentence2.wav
9,announcements,3,Many people find announcements challenging to spell.,difficulty_9/announcements_sentence3.wav
9,approximately,1,The word approximately is used in many ways.,difficulty_9/approximately_sentence1.wav
9,approximately,2,The teacher explained what approximately means.,difficulty_9/approximately_sentence2.wav
9,approximately,3,Many people find approximately challenging to spell.,difficulty_9/approximately_sentence3.wav
9,archaeological,1,The word archaeological is used in many ways.,difficulty_9/archaeological_sentence1.wav
9,archaeological,2,The teacher explained what archaeological means.,difficulty_9/archaeological_sentence2.wav
9,archaeological,3,Many people find archaeological challenging to spell.,difficulty_9/archaeological_sentence3.wav
9,authentication,1,The word authentication is used in many ways.,difficulty_9/authentication_sentence1.wav
9,authentication,2,The teacher explained what authentication means.,difficulty_9/authentication_sentence2.wav
9,authentication,3,Many people find authentication challenging to spell.,difficulty_9/authentication_sentence3.wav
9,autobiography,1,The word autobiography is used in many ways.,difficulty_9/autobiography_sentence1.wav
9,autobiography,2,The teacher explained what autobiography means.,difficulty_9/autobiography_sentence2.wav
9,autobiography,3,Many people find autobiography challenging to spell.,difficulty_9/autobiography_sentence3.wav
9,biodegradable,1,The word biodegradable is used in many ways.,difficulty_9/biodegradable_sentence1.wav
9,biodegradable,2,The teacher explained what biodegradable means.,difficulty_9/biodegradable_sentence2.wav
9,biodegradable,3,Many people find biodegradable challenging to spell.,difficulty_9/biodegradable_sentence3.wav
9,characteristics,1,The word characteristics is used in many ways.,difficulty_9/characteristics_sentence1.wav
9,characteristics,2,The teacher explained what characteristics means.,difficulty_9/characteristics_sentence2.wav
9,characteristics,3,Many people find characteristics challenging to spell.,difficulty_9/characteristics_sentence3.wav
9,chronological,1,The word chronological is used in many ways.,difficulty_9/chronological_sentence1.wav
9,chronological,2,The teacher explained what chronological means.,difficulty_9/chronological_sentence2.wav
9,chronological,3,Many people find chronological challenging to spell.,difficulty_9/chronological_sentence3.wav
9,circumference,1,The word circumference is used in many ways.,difficulty_9/circumference_sentence1.wav
9,circumference,2,The teacher explained what circumference means.,difficulty_9/circumference_sentence2.wav
9,circumference,3,Many people find circumference challenging to spell.,difficulty_9/circumference_sentence3.wav
9,classification,1,The word classification is used in many ways.,difficulty_9/classification_sentence1.wav
9,classification,2,The teacher explained what classification means.,difficulty_9/classification_sentence2.wav
9,classification,3,Many people find classification challenging to spell.,difficulty_9/classification_sentence3.wav
9,collaboration,1,The word collaboration is used in many ways.,difficulty_9/collaboration_sentence1.wav
9,collaboration,2,The teacher explained what collaboration means.,difficulty_9/collaboration_sentence2.wav
9,collaboration,3,Many people find collaboration challenging to spell.,difficulty_9/collaboration_sentence3.wav
9,commercialize,1,The word commercialize is used in many ways.,difficulty_9/commercialize_sentence1.wav
9,commercialize,2,The teacher explained what commercialize means.,difficulty_9/commercialize_sentence2.wav
9,commercialize,3,Many people find commercialize challenging to spell.,difficulty_9/commercialize_sentence3.wav
9,communication,1,The word communication is used in many ways.,difficulty_9/communication_sentence1.wav
9,communication,2,The teacher explained what communication means.,difficulty_9/communication_sentence2.wav
9,communication,3,Many people find communication challenging to spell.,difficulty_9/communication_sentence3.wav
9,comprehensive,1,The word comprehensive is used in many ways.,difficulty_9/comprehensive_sentence1.wav
9,comprehensive,2,The teacher explained what comprehensive means.,difficulty_9/comprehensive_sentence2.wav
9,comprehensive,3,Many people find comprehensive challenging to spell.,difficulty_9/comprehensive_sentence3.wav
9,confederation,1,The word confederation is used in many ways.,difficulty_9/confederation_sentence1.wav
9,confederation,2,The teacher explained what confederation means.,difficulty_9/confederation_sentence2.wav
9,confederation,3,Many people find confederation challenging to spell.,difficulty_9/confederation_sentence3.wav
10,conscientious,1,The word conscientious is used in many ways.,difficulty_10/conscientious_sentence1.wav
10,conscientious,2,The teacher explained what conscientious means.,difficulty_10/conscientious_sentence2.wav
10,conscientious,3,Many people find conscientious challenging to spell.,difficulty_10/conscientious_sentence3.wav
10,correspondence,1,The word correspondence is used in many ways.,difficulty_10/correspondence_sentence1.wav
10,correspondence,2,The teacher explained what correspondence means.,difficulty_10/correspondence_sentence2.wav
10,correspondence,3,Many people find correspondence challenging to spell.,difficulty_10/correspondence_sentence3.wav
10,discrimination,1,The word discrimination is used in many ways.,difficulty_10/discrimination_sentence1.wav
10,discrimination,2,The teacher explained what discrimination means.,difficulty_10/discrimination_sentence2.wav
10,discrimination,3,Many people find discrimination challenging to spell.,difficulty_10/discrimination_sentence3.wav
10,electromagnetic,1,The word electromagnetic is used in many ways.,difficulty_10/electromagnetic_sentence1.wav
10,electromagnetic,2,The teacher explained what electromagnetic means.,difficulty_10/electromagnetic_sentence2.wav
10,electromagnetic,3,Many people find electromagnetic challenging to spell.,difficulty_10/electromagnetic_sentence3.wav
10,entrepreneurial,1,The word entrepreneurial is used in many ways.,difficulty_10/entrepreneurial_sentence1.wav
10,entrepreneurial,2,The teacher explained what entrepreneurial means.,difficulty_10/entrepreneurial_sentence2.wav
10,entrepreneurial,3,Many people find entrepreneurial challenging to spell.,difficulty_10/entrepreneurial_sentence3.wav
10,environmental,1,The word environmental is used in many ways.,difficulty_10/environmental_sentence1.wav
10,environmental,2,The teacher explained what environmental means.,difficulty_10/environmental_sentence2.wav
10,environmental,3,Many people find environmental challenging to spell.,difficulty_10/environmental_sentence3.wav
10,fundamentalism,1,The word fundamentalism is used in many ways.,difficulty_10/fundamentalism_sentence1.wav
10,fundamentalism,2,The teacher explained what fundamentalism means.,difficulty_10/fundamentalism_sentence2.wav
10,fundamentalism,3,Many people find fundamentalism challenging to spell.,difficulty_10/fundamentalism_sentence3.wav
10,hallucination,1,The word hallucination is used in many ways.,difficulty_10/hallucination_sentence1.wav
10,hallucination,2,The teacher explained what hallucination means.,difficulty_10/hallucination_sentence2.wav
10,hallucination,3,Many people find hallucination challenging to spell.,difficulty_10/hallucination_sentence3.wav
10,hospitalization,1,The word hospitalization is used in many ways.,difficulty_10/hospitalization_sentence1.wav
10,hospitalization,2,The teacher explained what hospitalization means.,difficulty_10/hospitalization_sentence2.wav
10,hospitalization,3,Many people find hospitalization challenging to spell.,difficulty_10/hospitalization_sentence3.wav
10,hypothetically,1,The word hypothetically is used in many ways.,difficulty_10/hypothetically_sentence1.wav
10,hypothetically,2,The teacher explained what hypothetically means.,difficulty_10/hypothetically_sentence2.wav
10,hypothetically,3,Many people find hypothetically challenging to spell.,difficulty_10/hypothetically_sentence3.wav
10,identification,1,The word identification is used in many ways.,difficulty_10/identification_sentence1.wav
10,identification,2,The teacher explained what identification means.,difficulty_10/identification_sentence2.wav
10,identification,3,Many people find identification challenging to spell.,difficulty_10/identification_sentence3.wav
10,implementation,1,The word implementation is used in many ways.,difficulty_10/implementation_sentence1.wav
10,implementation,2,The teacher explained what implementation means.,difficulty_10/implementation_sentence2.wav
10,implementation,3,Many people find implementation challenging to spell.,difficulty_10/implementation_sentence3.wav
10,impressionable,1,The word impressionable is used in many ways.,difficulty_10/impressionable_sentence1.wav
10,impressionable,2,The teacher explained what impressionable means.,difficulty_10/impressionable_sentence2.wav
10,impressionable,3,Many people find impressionable challenging to spell.,difficulty_10/impressionable_sentence3.wav
10,incomprehensible,1,The word incomprehensible is used in many ways.,difficulty_10/incomprehensible_sentence1.wav
10,incomprehensible,2,The teacher explained what incomprehensible means.,difficulty_10/incomprehensible_sentence2.wav
10,incomprehensible,3,Many people find incomprehensible challenging to spell.,difficulty_10/incomprehensible_sentence3.wav
10,individualism,1,The word individualism is used in many ways.,difficulty_10/individualism_sentence1.wav
10,individualism,2,The teacher explained what individualism means.,difficulty_10/individualism_sentence2.wav
10,individualism,3,Many people find individualism challenging to spell.,difficulty_10/individualism_sentence3.wav
10,industrialization,1,The word industrialization is used in many ways.,difficulty_10/industrialization_sentence1.wav
10,industrialization,2,The teacher explained what industrialization means.,difficulty_10/industrialization_sentence2.wav
10,industrialization,3,Many people find industrialization challenging to spell.,difficulty_10/industrialization_sentence3.wav
10,infrastructure,1,The word infrastructure is used in many ways.,difficulty_10/infrastructure_sentence1.wav
10,infrastructure,2,The teacher explained what infrastructure means.,difficulty_10/infrastructure_sentence2.wav
10,infrastructure,3,Many people find infrastructure challenging to spell.,difficulty_10/infrastructure_sentence3.wav
10,institutionalize,1,The word institutionalize is used in many ways.,difficulty_10/institutionalize_sentence1.wav
10,institutionalize,2,The teacher explained what institutionalize means.,difficulty_10/institutionalize_sentence2.wav
10,institutionalize,3,Many people find institutionalize challenging to spell.,difficulty_10/institutionalize_sentence3.wav
10,instrumentation,1,The word instrumentation is used in many ways.,difficulty_10/instrumentation_sentence1.wav
10,instrumentation,2,The teacher explained what instrumentation means.,difficulty_10/instrumentation_sentence2.wav
10,instrumentation,3,Many people find instrumentation challenging to spell.,difficulty_10/instrumentation_sentence3.wav
10,intellectualism,1,The word intellectualism is used in many ways.,difficulty_10/intellectualism_sentence1.wav
10,intellectualism,2,The teacher explained what intellectualism means.,difficulty_10/intellectualism_sentence2.wav
10,intellectualism,3,Many people find intellectualism challenging to spell.,difficulty_10/intellectualism_sentence3.wav
11,acknowledgeable,1,The word acknowledgeable is used in many ways.,difficulty_11/acknowledgeable_sentence1.wav
11,acknowledgeable,2,The teacher explained what acknowledgeable means.,difficulty_11/acknowledgeable_sentence2.wav
11,acknowledgeable,3,Many people find acknowledgeable challenging to spell.,difficulty_11/acknowledgeable_sentence3.wav
11,characterization,1,The word characterization is used in many ways.,difficulty_11/characterization_sentence1.wav
11,characterization,2,The teacher explained what characterization means.,difficulty_11/characterization_sentence2.wav
11,characterization,3,Many people find characterization challenging to spell.,difficulty_11/characterization_sentence3.wav
11,circumstantial,1,The word circumstantial is used in many ways.,difficulty_11/circumstantial_sentence1.wav
11,circumstantial,2,The teacher explained what circumstantial means.,difficulty_11/circumstantial_sentence2.wav
11,circumstantial,3,Many people find circumstantial challenging to spell.,difficulty_11/circumstantial_sentence3.wav
11,commercialization,1,The word commercialization is used in many ways.,difficulty_11/commercialization_sentence1.wav
11,commercialization,2,The teacher explained what commercialization means.,difficulty_11/commercialization_sentence2.wav
11,commercialization,3,Many people find commercialization challenging to spell.,difficulty_11/commercialization_sentence3.wav
11,compartmentalize,1,The word compartmentalize is used in many ways.,difficulty_11/compartmentalize_sentence1.wav
11,compartmentalize,2,The teacher explained what compartmentalize means.,difficulty_11/compartmentalize_sentence2.wav
11,compartmentalize,3,Many people find compartmentalize challenging to spell.,difficulty_11/compartmentalize_sentence3.wav
11,comprehensibility,1,The word comprehensibility is used in many ways.,difficulty_11/comprehensibility_sentence1.wav
11,comprehensibility,2,The teacher explained what comprehensibility means.,difficulty_11/comprehensibility_sentence2.wav
11,comprehensibility,3,Many people find comprehensibility challenging to spell.,difficulty_11/comprehensibility_sentence3.wav
11,conceptualization,1,The word conceptualization is used in many ways.,difficulty_11/conceptualization_sentence1.wav
11,conceptualization,2,The teacher explained what conceptualization means.,difficulty_11/conceptualization_sentence2.wav
11,conceptualization,3,Many people find conceptualization challenging to spell.,difficulty_11/conceptualization_sentence3.wav
11,confidentiality,1,The word confidentiality is used in many ways.,difficulty_11/confidentiality_sentence1.wav
11,confidentiality,2,The teacher explained what confidentiality means.,difficulty_11/confidentiality_sentence2.wav
11,confidentiality,3,Many people find confidentiality challenging to spell.,difficulty_11/confidentiality_sentence3.wav
11,congratulations,1,The word congratulations is used in many ways.,difficulty_11/congratulations_sentence1.wav
11,congratulations,2,The teacher explained what congratulations means.,difficulty_11/congratulations_sentence2.wav
11,congratulations,3,Many people find congratulations challenging to spell.,difficulty_11/congratulations_sentence3.wav
11,conscientiously,1,The word conscientiously is used in many ways.,difficulty_11/conscientiously_sentence1.wav
11,conscientiously,2,The teacher explained what conscientiously means.,difficulty_11/conscientiously_sentence2.wav
11,conscientiously,3,Many people find conscientiously challenging to spell.,difficulty_11/conscientiously_sentence3.wav
11,constitutionality,1,The word constitutionality is used in many ways.,difficulty_11/constitutionality_sentence1.wav
11,constitutionality,2,The teacher explained what constitutionality means.,difficulty_11/constitutionality_sentence2.wav
11,constitutionality,3,Many people find constitutionality challenging to spell.,difficulty_11/constitutionality_sentence3.wav
11,contemporaneous,1,The word contemporaneous is used in many ways.,difficulty_11/contemporaneous_sentence1.wav
11,contemporaneous,2,The teacher explained what contemporaneous means.,difficulty_11/contemporaneous_sentence2.wav
11,contemporaneous,3,Many people find contemporaneous challenging to spell.,difficulty_11/contemporaneous_sentence3.wav
11,conventionalize,1,The word conventionalize is used in many ways.,difficulty_11/conventionalize_sentence1.wav
11,conventionalize,2,The teacher explained what conventionalize means.,difficulty_11/conventionalize_sentence2.wav
11,conventionalize,3,Many people find conventionalize challenging to spell.,difficulty_11/conventionalize_sentence3.wav
11,correspondence,1,The word correspondence is used in many ways.,difficulty_11/correspondence_sentence1.wav
11,correspondence,2,The teacher explained what correspondence means.,difficulty_11/correspondence_sentence2.wav
11,correspondence,3,Many people find correspondence challenging to spell.,difficulty_11/correspondence_sentence3.wav
11,counterproductive,1,The word counterproductive is used in many ways.,difficulty_11/counterproductive_sentence1.wav
11,counterproductive,2,The teacher explained what counterproductive means.,difficulty_11/counterproductive_sentence2.wav
11,counterproductive,3,Many people find counterproductive challenging to spell.,difficulty_11/counterproductive_sentence3.wav
11,crystallization,1,The word crystallization is used in many ways.,difficulty_11/crystallization_sentence1.wav
11,crystallization,2,The teacher explained what crystallization means.,difficulty_11/crystallization_sentence2.wav
11,crystallization,3,Many people find crystallization challenging to spell.,difficulty_11/crystallization_sentence3.wav
11,decentralization,1,The word decentralization is used in many ways.,difficulty_11/decentralization_sentence1.wav
11,decentralization,2,The teacher explained what decentralization means.,difficulty_11/decentralization_sentence2.wav
11,decentralization,3,Many people find decentralization challenging to spell.,difficulty_11/decentralization_sentence3.wav
11,demilitarization,1,The word demilitarization is used in many ways.,difficulty_11/demilitarization_sentence1.wav
11,demilitarization,2,The teacher explained what demilitarization means.,difficulty_11/demilitarization_sentence2.wav
11,demilitarization,3,Many people find demilitarization challenging to spell.,difficulty_11/demilitarization_sentence3.wav
11,democratization,1,The word democratization is used in many ways.,difficulty_11/democratization_sentence1.wav
11,democratization,2,The teacher explained what democratization means.,difficulty_11/democratization_sentence2.wav
11,democratization,3,Many people find democratization challenging to spell.,difficulty_11/democratization_sentence3.wav
11,departmentalize,1,The word departmentalize is used in many ways.,difficulty_11/departmentalize_sentence1.wav
11,departmentalize,2,The teacher explained what departmentalize means.,difficulty_11/departmentalize_sentence2.wav
11,departmentalize,3,Many people find departmentalize challenging to spell.,difficulty_11/departmentalize_sentence3.wav
12,autobiographical,1,The word autobiographical is used in many ways.,difficulty_12/autobiographical_sentence1.wav
12,autobiographical,2,The teacher explained what autobiographical means.,difficulty_12/autobiographical_sentence2.wav
12,autobiographical,3,Many people find autobiographical challenging to spell.,difficulty_12/autobiographical_sentence3.wav
12,characteristically,1,The word characteristically is used in many ways.,difficulty_12/characteristically_sentence1.wav
12,characteristically,2,The teacher explained what characteristically means.,difficulty_12/characteristically_sentence2.wav
12,characteristically,3,Many people find characteristically challenging to spell.,difficulty_12/characteristically_sentence3.wav
12,compartmentalization,1,The word compartmentalization is used in many ways.,difficulty_12/compartmentalization_sentence1.wav
12,compartmentalization,2,The teacher explained what compartmentalization means.,difficulty_12/compartmentalization_sentence2.wav
12,compartmentalization,3,Many people find compartmentalization challenging to spell.,difficulty_12/compartmentalization_sentence3.wav
12,comprehensively,1,The word comprehensively is used in many ways.,difficulty_12/comprehensively_sentence1.wav
12,comprehensively,2,The teacher explained what comprehensively means.,difficulty_12/comprehensively_sentence2.wav
12,comprehensively,3,Many people find comprehensively challenging to spell.,difficulty_12/comprehensively_sentence3.wav
12,conceptualization,1,The word conceptualization is used in many ways.,difficulty_12/conceptualization_sentence1.wav
12,conceptualization,2,The teacher explained what conceptualization means.,difficulty_12/conceptualization_sentence2.wav
12,conceptualization,3,Many people find conceptualization challenging to spell.,difficulty_12/conceptualization_sentence3.wav
12,confidentiality,1,The word confidentiality is used in many ways.,difficulty_12/confidentiality_sentence1.wav
12,confidentiality,2,The teacher explained what confidentiality means.,difficulty_12/confidentiality_sentence2.wav
12,confidentiality,3,Many people find confidentiality challenging to spell.,difficulty_12/confidentiality_sentence3.wav
12,congratulatory,1,The word congratulatory is used in many ways.,difficulty_12/congratulatory_sentence1.wav
12,congratulatory,2,The teacher explained what congratulatory means.,difficulty_12/congratulatory_sentence2.wav
12,congratulatory,3,Many people find congratulatory challenging to spell.,difficulty_12/congratulatory_sentence3.wav
12,conscientiously,1,The word conscientiously is used in many ways.,difficulty_12/conscientiously_sentence1.wav
12,conscientiously,2,The teacher explained what conscientiously means.,difficulty_12/conscientiously_sentence2.wav
12,conscientiously,3,Many people find conscientiously challenging to spell.,difficulty_12/conscientiously_sentence3.wav
